id,tweet,clean_tweet,predicted_label,sentiment_predicted
7934.0,Holding to hope when a loved one is http://dlvr.it/LQjnNj #news #photography #fashion #health #fail #tech #ipad #iphone #funny #lol,hold hope when love #new #photographi #fashion #health #fail #tech #ipad #iphon #funni #lol,0,positive emotion
7935.0,New phone case :) #Me #Selfie #Guy #Dude #Smiles #Teeth #Cute #Samsung #GalaxyS3 #British #Flag #Vint http://instagr.am/p/Q_dqXztofj/,phone case #selfi #guy #dude #smile #teeth #cute #samsung #galaxi #british #flag #vint,1,negative emotion
7936.0,this #shoot from my #son (10) at #Swarovski #Kristallwelten. #Photo #iPhone 6plus @ Swarovski https://instagram.com/p/3UbQKNoL6-/,thi #shoot from #son #swarovski #kristallwelten #photo #iphon plu swarovski,0,positive emotion
7937.0,"Found this photo of ME! Not mine, still its ME!It's new( ´?`)? #snoopy #apple #cup #character #cute # http://ift.tt/1EumWb8",found thi photo mine still #snoopi #appl #cup #charact #cute,1,negative emotion
7938.0,"10 fucking iPhone chargers && none work, is this a fucking joke?! Thank god my ihome works....for now #apple",fuck iphon charger none work thi fuck joke thank ihom work #appl,0,positive emotion
7939.0,I can't buy a song off iTunes w/o having to go through 50 fucking security verifications,song itun have through fuck secur verif,0,positive emotion
7940.0,Check out the Justin Layman #app http://rvrb.fm/g8bVu8 /via #iPhone #android #JLay #music #newmusic #fb #original #CMTAwa... @Jwlayman,check justin layman #app #iphon #android #jlay #music #newmus #origin #cmtawa,0,positive emotion
7941.0,Good morning golden October #me #new #RoseGold #coffee #gorgeous #iPhone6s #64Gb #Apple #lucky pic.twitter.com/IQhEgeE4S0,good morn golden octob #new #rosegold #coffe #gorgeou #iphon #appl #lucki twitter iqhege,0,positive emotion
7942.0,Got to ride my horse properly for the first time in ages today #Horse #Look #It #iPhone https://instagram.com/p/81NvEAN005/,ride hors properli first time age today #hors #look #iphon,0,positive emotion
7943.0,Got my iPhone screen fixed..get into bed phone falls *CRACKED* what a $&@*# iphone,iphon screen fix into phone fall crack what iphon,0,positive emotion
7944.0,Samsung permanently stops Galaxy Note 7 production Read More:- https://goo.gl/FKTTje #Samsung #SamsungBlast #GalaxyNote7pic.twitter.com/HMWz5fGCMq,samsung perman stop galaxi note product read more #samsung #samsungblast #galaxynot twitter hmwz fgcmq,1,negative emotion
7945.0,can I just add that right after I tweeted about wanting to jailbreak my iPhone it became unresponsive? #hateitunes,just that right after tweet about want jailbreak iphon becam unrespons #hateitun,1,negative emotion
7946.0,#2do one of the best apps for the #iphone it :),best app #iphon,0,positive emotion
7947.0,15% DISCOUNT https://bit.ly/2vUfGuH #zazzle #promo #promocode #discount #honey #iphone #phonecase #iphonex #yellow #summer #goodvibes #positivevibes #ThursdayAesthetic #cool #trending #cute #fashion #stylish #teen #hippie #summervibes #vacation #lifestyle #ukpic.twitter.com/tjlY0AVvIU,discount #zazzl #promo #promocod #discount #honey #iphon #phonecas #iphonex #yellow #summer #goodvib #positivevib #thursdayaesthet #cool #trend #cute #fashion #stylish #teen #hippi #summervib #vacat #lifestyl #ukpic twitter tjli avviu,0,positive emotion
7948.0,Reposting @lexzaronis: If you want to see the sunshine you have to weather the storm #explore #landscape #photographer #beautiful #outdoors #getoutandexplore #slowingitdown #ludapix #photography #england #apple #mac #macbookpro #hashtag #nofilter #igers #nikkor #becausepic.twitter.com/GvRl5pG0SB,repost want sunshin have weather storm #explor #landscap #photograph #beauti #outdoor #getoutandexplor #slowingitdown #ludapix #photographi #england #appl #mac #macbookpro #hashtag #nofilt #iger #nikkor #becausep twitter gvrl,0,positive emotion
7949.0,"My iPhone 5 charger has broken. I bought two new chargers, but they are fake and faulty :( #lame #apple",iphon charger broken bought charger they fake faulti #lame #appl,0,positive emotion
7950.0,Tapeless!!!? Just call me crazy! Lol... #jj #share #smile #iphone #igdaily #instagram #instadaily #in http://instagr.am/p/ORnza8Q7qu/,tapeless just call crazi #share #smile #iphon #igdaili #instagram #instadaili,0,positive emotion
7951.0,I don't remember my phone crashing this much before iOS8 thanks @Apple #Apple #StillBetterThanAndroid,rememb phone crash thi much befor thank #appl #stillbetterthanandroid,0,positive emotion
7952.0,Will #stevejobs be how the #appleevent #applespecialevent on @YouTube got Bugged... #iphonex #iphone8pic.twitter.com/PZw9d9fVBX,will #stevejob #appleev #applespecialev bug #iphonex #iphon twitter fvbx,0,positive emotion
7953.0,Sunset One Minute Ago ;-) #europe #zeeland #samsung #sunset #brouwersdam #zandzuigerpic.twitter.com/DDrVJKvGrM,sunset minut #europ #zeeland #samsung #sunset #brouwersdam #zandzuigerp twitter ddrvjkvgrm,1,negative emotion
7954.0,Photo: #Coldplay #VidaLaVida #spotify #music #musica #MotoX #Motorola #feliz #verygood #best #amo... http://tmblr.co/ZB46dn1KiQVxp,photo #coldplay #vidalavida #spotifi #music #musica #motox #motorola #feliz #verygood #best #amo,0,positive emotion
7955.0,Gain Followers RT This MUST FOLLOW ME I FOLLOW BACK Follow everyone who rts Gain #iphone #sougofollow qtl&,gain follow thi must follow follow back follow everyon gain #iphon #sougofollow,1,negative emotion
7956.0,"So, the iPhone4 requires you to have a sim-card to activate it, but 99.9% of its functionality works fine without one. #apple",iphon requir have card activ function work fine without #appl,0,positive emotion
7957.0,I actually hate my ipad its such a useless piece of shitttt that never works!!!!!,actual hate ipad such useless piec shitttt that never work,0,positive emotion
7958.0,Gain Followers RT This MUST FOLLOW ME I FOLLOW BACK Follow everyone who rts Gain #iphone #sougofollow c8z3,gain follow thi must follow follow back follow everyon gain #iphon #sougofollow,1,negative emotion
7959.0,"#Doug #Robinson #Exits #Madison, #Launches New #Sony TV-Based #Banner  http://styleveryday.com/2017/07/18/doug-robinson-exits-happy-madison-launches-new-sony-tv-based-banner/   #TVBasedpic.twitter.com/vG1m4XfKI8",#doug #robinson #exit #madison #launch #soni base #banner #tvbasedp twitter xfki,0,positive emotion
7960.0,Sunset #vocation #newyear #trip #thailand #khaoko #a6000 #ILCE6000 #sony #vsco #snapspeed http://instagram.com/p/xcp9Zor6W9/,sunset #vocat #newyear #trip #thailand #khaoko #ilc #soni #vsco #snapspe,0,positive emotion
7961.0,Happy Birthday Candy :)...#birthday #daughter #rainbow #cake #big #motorola #photon #android http://instagr.am/p/MqQDlQD_gp/,happi birthday candi #birthday #daughter #rainbow #cake #big #motorola #photon #android,0,positive emotion
7962.0,I'm now listed on @listorious! Check it out at http://listorious.com/IntenseMedia #writing #mobile #iphone #iphoneapps #appolicious,list check #write #mobil #iphon #iphoneapp #appolici,0,positive emotion
7963.0,I love you grandma #instadaily #ig #iphonegraphy #iphonesia #iphone #indonesia #instagramhub #igers #i http://instagr.am/p/Iw1Gv-Iaa3/,love grandma #instadaili #iphonegraphi #iphonesia #iphon #indonesia #instagramhub #iger,0,positive emotion
7964.0,Having to restore my IPhone from scratch... Despite back up lets see how much I loose this time !?!,have restor iphon from scratch despit back let much loos thi time,0,positive emotion
7965.0,"Love new @sonyelectronics earphones, enjoying music #Sony #earphone #music #freak https://instagram.com/p/05CH91xU29/",love earphon enjoy music #soni #earphon #music #freak,0,positive emotion
7966.0,#organic #farming #orange and #apple #snack *for more high quality photos https://www.instagram.com/p/BHPAdCnDYtz/,#organ #farm #orang #appl #snack more high qualiti photo,0,positive emotion
7967.0,Fellow passenger owns @oneplus One introduced myself and happen to speak how amazing the big boy is! #OnePlus growing strong!,fellow passeng own introduc myself happen speak amaz #oneplu grow strong,0,positive emotion
7968.0,"New dress, thanks to momma #apple #dress #littleblackdress #dresses #bestmomma #cute #beautiful ... http://dlvr.it/5PJzxv",dress thank momma #appl #dress #littleblackdress #dress #bestmomma #cute #beauti,0,positive emotion
7969.0,Finally got the android 2.1 update for the moto milestone :) happy but came 2 weeks late :S #android #motorola,final android updat moto mileston happi came week late #android #motorola,1,negative emotion
7970.0,"ok. second time in seven days that my #apple #magicmouse batteries need to be replaced. #thisaintright #apple xoxo, antigirl",second time seven day that #appl #magicmous batteri need replac #thisaintright #appl xoxo antigirl,0,positive emotion
7971.0,Apple sucks. Just spent like 2 hrs getting my 80 yr old grandparents iphones setup #Ridiculous #PC and #Samsung #WhereItsAt,appl suck just spent like get grandpar iphon setup #ridicul #samsung #whereitsat,0,positive emotion
7972.0,HEAVENSTRIKE RIVALS - http://greenrobot-apps.net/3607-heavenstrike-rivals-izuchi-boevuyu-sistemu.html  #??????? #Android #Games #News #IOS #Apple #iPhone,heavenstrik rival #android #game #new #io #appl #iphon,0,positive emotion
7973.0,New phone case #phone #case #sony #xperia #england #keep #calm #and #carry #on #nofilter http://instagram.com/p/cgaJeyxn3E/,phone case #phone #case #soni #xperia #england #keep #calm #and #carri #nofilt,0,positive emotion
7974.0,Gain Followers RT This MUST FOLLOW ME I FOLLOW BACK Follow everyone who rts Gain #iphone #sougofollow m63q,gain follow thi must follow follow back follow everyon gain #iphon #sougofollow,1,negative emotion
7975.0,"I have been waiting for #Apple to create a ""night mode"" for a long time #ThankYou #iPhone",have been wait #appl creat night mode long time #thankyou #iphon,0,positive emotion
7976.0,@DavidMuir #Made in USA. Just watched#ABCWorldNews #felt very to know #Walmart and #Apple manufacturing in the #USA.,#made just watched#abcworldnew #felt veri know #walmart #appl manufactur #usa,0,positive emotion
7977.0,Dear Idiot Who Designed The IPhone 6 and put the on/off button on the side opposite the volume #apple,dear idiot design iphon button side opposit volum #appl,1,negative emotion
7978.0,Shame on you #HenryLouisGates and #FuckYou #Batman #BenAffleck #FindinfOurRoots #slavery #anscestors #PBS #SONY #Lac http://flip.it/1QEsF,shame #henrylouisg #fuckyou #batman #benaffleck #findinfourroot #slaveri #anscestor #pb #soni #lac,0,positive emotion
7979.0,We have the best #deals & new phones! Let us get you #beach ready! #MyrtleBeach #airpods are here! #UnlimitedPlus #iPhoneX #halfoff #addaline extended! #FlashbackFriday #BeExtraordinary #smallbiz #SmallBusiness #Customerobsessed #Motivated #FridayFeeling #PositiveVibes pic.twitter.com/7Bj0S3EV3A,have best #deal phone #beach readi #myrtlebeach #airpod here #unlimitedplu #iphonex #halfoff #addalin extend #flashbackfriday #beextraordinari #smallbiz #smallbusi #customerobsess #motiv #fridayfeel #positivevib twitter,1,negative emotion
7980.0,Anyone happen to know where I can get an Xbox one or PS4 #Sony #Microsoft #stock the fucking stores,anyon happen know where xbox #soni #microsoft #stock fuck store,0,positive emotion
7981.0,Maza #me #friend #tiago #maza #apple @ Apple Bs As https://instagram.com/p/7A6FtXOMvM/,maza #friend #tiago #maza #appl appl,1,negative emotion
7982.0,"#PlayStation 4 by #Sony http://www.amazon.com/gp/product/B00BGA9WK2?ie=UTF8&camp=213733&creative=393177&creativeASIN=B00BGA9WK2&linkCode=shr&tag=httpstwitter.comlindsaytweets1-20&qid=1361743291&sr=8-1&keywords=playstation+4  via @amazon I , #movies, #sports, #music, #gaming, #youtube! #Shopping! xxoo M",#playstat #soni #movi #sport #music #game #youtub #shop xxoo,0,positive emotion
7983.0,New phone whoop whoop #sony #ericson #z1compact #white #yay #new #phone http://instagram.com/p/tDT58wl5tT/,phone whoop whoop #soni #ericson compact #white #yay #new #phone,0,positive emotion
7984.0,iRobot // #vsco #vscogood #vscocam #igers #minimal #robot #art #vscomood #vscoonly #vscooptic #iphone #heart pic.twitter.com/1obPe7wHjJ,irobot #vsco #vscogood #vscocam #iger #minim #robot #art #vscomood #vscoonli #vscooptic #iphon #heart twitter obp whjj,0,positive emotion
7985.0,Want to love match with your iPhone?? Buy LoveMatcher http://itun.es/iFy9WZ #iPhone,want love match with your iphon lovematch #iphon,0,positive emotion
7986.0,#intagram #intalove #house #birds # bird #sun #ohana #hastags #iphone #iphonesia #vicio #instagood #su http://instagr.am/p/PKPtDJltc3/,#intagram #intalov #hous #bird bird #sun #ohana #hastag #iphon #iphonesia #vicio #instagood,0,positive emotion
7987.0,"Cool, play store. You can work now that I'm not tryna get MCHG for free. #samsung #droid",cool play store work that tryna mchg free #samsung #droid,1,negative emotion
7988.0,@snm244 letsss hope its not even more broken this time #macbookpro #apple @kc_kelleher,letsss hope even more broken thi time #macbookpro #appl,1,negative emotion
7989.0,#badportfolio Fix it Here. A best outlook #Website create more viewer... https://goo.gl/RGNqXo #jobs #business #sales #economy #marketing #socialmedia #iphone #ipad #DigitalMarketing #SMM #portfolio #outsourcing #onlinebusinesspic.twitter.com/qzlBXed0zr,#badportfolio here best outlook #websit creat more viewer #job #busi #sale #economi #market #socialmedia #iphon #ipad #digitalmarket #smm #portfolio #outsourc #onlinebusinessp twitter qzlbxed,0,positive emotion
7990.0,That fact that I can't get my phone till 2 days<<<,that fact that phone till day,0,positive emotion
7991.0,Watchception #amazing #beautiful #nature #photo #art #nyc #summer #sun #fashion #travel #photooftheday #fun #photography #instagood #instamood #nike #apple #bestofthedaypic.twitter.com/I5DsQJPiKE,watchcept #amaz #beauti #natur #photo #art #nyc #summer #sun #fashion #travel #photooftheday #fun #photographi #instagood #instamood #nike #appl #bestofthedayp twitter dsqjpike,0,positive emotion
7992.0,Finally a phone! #family #parents #phone #apple #iphone #amen #christmas http://instagram.com/p/iWPlsOkqSG/,final phone #famili #parent #phone #appl #iphon #amen #christma,0,positive emotion
7993.0,"@ellencope22 NOPE, I had to do it manually this morning, after I missed my class",nope manual thi morn after miss class,0,positive emotion
7994.0,My phone Siri is a super freak! Lol #iphone #apple #phoneporn #instagram #fun http://instagram.com/p/b7NrxyMjps/,phone siri super freak #iphon #appl #phoneporn #instagram #fun,0,positive emotion
7995.0,Ha! Screw you iTunes I will not be defeated when you get rid of my library!,screw itun will defeat when librari,0,positive emotion
7996.0,Playing some #gravityrush on my #sony #psvita. Fun game. #instagamer #retrocollective https://www.instagram.com/p/BBNXBumkhMI/,play some #gravityrush #soni #psvita game #instagam #retrocollect,0,positive emotion
7997.0,so excited to see my @michellewes4L and get my #iphone tomorrow:),excit #iphon tomorrow,0,positive emotion
7998.0,"Zebra ""LOVE"" for your #iPad & #iPhone http://bit.ly/n70dJl Get FREE economy shipping on $50 orders Use Code... http://ff.im/-HPXva",zebra love your #ipad #iphon free economi ship order code,0,positive emotion
7999.0,"#iPhone users, are you looking for this #Valentines day? Well, your search is over ;) Try #MyVirtualGirlfriend! http://itunes.apple.com/app/myvirtualgirlfriend/id369849199 ",#iphon user look thi #valentin well your search over #myvirtualgirlfriend,0,positive emotion
8000.0,My phone fucking sucks and is broken after only 6 months #apple #iphone,phone fuck suck broken after onli month #appl #iphon,0,positive emotion
8001.0,This $&@*# happy af he just got his #galaxy4 ! @MickJaggaMusic Lol #samsung #nofilter http://instagram.com/p/bPB2gpEdwW/,thi happi just #galaxi mickjaggamus #samsung #nofilt,1,negative emotion
8002.0,"Let's make a laptop that has no ventilation, substandard parts, and encase it in plastic/metal. why'd I buy this again?#greatidea",make laptop that ventil substandard part encas plastic metal thi again #greatidea,0,positive emotion
8003.0,Block Story - http://greenrobot-apps.net/215-block-story-izumitelnyy-kubichnyy-mir.html  #??????? #Android #Games #News #IOS #Apple #iPhone,block stori #android #game #new #io #appl #iphon,0,positive emotion
8004.0,This siri commercial cracks me up. Siri sucks ass. Lolol #Snort #SamsungBaby,thi siri commerci crack siri suck lolol #snort #samsungbabi,0,positive emotion
8005.0,$18.00 Ray Ban RB4125 Cats 5000 Brown https://tinyurl.com/yag2udsk #good #mood #mirror #mirrorvideo #me #life #instagram #toptags #instalike #like #follow #sing #singer #singing #music #nike #kipsta #legea #iphonex #raybanpic.twitter.com/WTsdTjebE7,cat brown #good #mood #mirror #mirrorvideo #life #instagram #toptag #instalik #like #follow #sing #singer #sing #music #nike #kipsta #legea #iphonex #raybanp twitter wtsdtjebe,0,positive emotion
8006.0,"#Apple, why the $&@*# you didn't create a wireless charger for iPhone? I've to charge it again and again.",#appl didn creat wireless charger iphon charg again again,0,positive emotion
8007.0,10Pcs Exquisite Squishy Random Charm in http://ebay.to/2yI9MR7 #iPhone Straps #Toys Decor #free #shop #style #sales #today #giveawaypic.twitter.com/Lxo2qAY7Jo,exquisit squishi random charm #iphon strap #toy decor #free #shop #style #sale #today #giveawayp twitter,0,positive emotion
8008.0,Thank you Aurelio and Tess for the pasalubongs. #samsung #live #laugh #switzerland #paris http://instagram.com/p/gkCeeuBHHc/,thank aurelio tess pasalubong #samsung #live #laugh #switzerland #pari,1,negative emotion
8009.0,Happy Fathers Day!! #fathersday #balloons #balloon #beer #today #sunday #iphone #iphonex #massachusetts https://ift.tt/2I0BY24 pic.twitter.com/1ma1R7ZApv,happi father #fathersday #balloon #balloon #beer #today #sunday #iphon #iphonex #massachusett twitter zapv,0,positive emotion
8010.0,Just got a @fordmustang and an #iPhone my life #thankyou mom and dad #winning,just #iphon life #thankyou #win,0,positive emotion
8011.0,"The #Prophet as a #Husband . #iphone : http://ift.tt/2boR0kb #android : http://ift.tt/2aSURcJ #kindle #Book September 19, 2016 ",#prophet #husband #iphon #android #kindl #book septemb,0,positive emotion
8012.0,"Awww come on #Apple, how badly can you #SUCK when it comes to #Airfoil Speakers Touch. For shame, for shame. #fail #badhosts cc @RogueAmoeba",awww come #appl badli #suck when come #airfoil speaker touch shame shame #fail #badhost,0,positive emotion
8013.0,My wonderful husband just bought me the new #iphone as an early anniversary present. He is the BEST! Love that man. :),wonder husband just bought #iphon earli anniversari present best love that,0,positive emotion
8014.0,[NEW PHOTO] So close no matter how far... by @BigHajjar 500px.com/photo/1555856 via @500px #photography #France #iPhone,photo close matter photo #photographi #franc #iphon,0,positive emotion
8015.0,@RobbieKnox what about ants who can lift many times their own bodyweight? Reduces a lion to a pussy.,what about ant lift mani time their bodyweight reduc lion pussi,0,positive emotion
8016.0,How the $&@*# can #apple be so fucking retarded? Updated my phone and it deletes ALL music but leaves apps and ringtones intact? !!,#appl fuck retard updat phone delet music leav app rington intact,0,positive emotion
8017.0,Sometimes I read my tweets from earlier and $&@*# auto correct sucks asshole #apple,sometim read tweet from earlier auto correct suck asshol #appl,0,positive emotion
8018.0,"Djuice just shipped my new 3GS. 44 days after I placed the order. Almost forgot about it. Still full price, though. Bleh.",djuic just ship day after place order almost forgot about still full price though bleh,1,negative emotion
8019.0,Don't get me wrong I my iPhone but if I hear the words #verizon & #iPhone in the same sentence one more time.....,wrong iphon hear word #verizon #iphon same sentenc more time,0,positive emotion
8020.0,Like the freaking update says it only takes up 1.1GB...$&@*# APPLE!? #Apple,like freak updat say onli take appl #appl,0,positive emotion
,"Ready, set, listen! #Data is out now! @NAMESSTRANGE #newmusic #friday #al$&@*# #release #name #strange #music #proud #recordlabel #apple #spotify #googleplay #amazonpic.twitter.com/J11VujANBG",readi listen #data #newmus #friday #releas #name #strang #music #proud #recordlabel #appl #spotifi #googleplay #amazonp twitter vujanbg,0,positive emotion
8419.0,Travel Happy #wanderlust #wanderer #contemporary #sawage #travel #youtube #youtuber #influencer #beach #manglore #karnataka #oneplus #oneplus2 #shotononeplus2 #chillout #instagood https://www.instagram.com/p/BlQcqQ8Be5m/?utm_source=ig_twitter_share&igshid=1f9akc13yii8l ,travel happi #wanderlust #wander #contemporari #sawag #travel #youtub #youtub #influenc #beach #manglor #karnataka #oneplu #oneplu #shotononeplu #chillout #instagood,1,negative emotion
8421.0,#2014 #New #Year by #Sony #A7 #2870OSS at #?? #??? #???? #33 #???? http://instagram.com/p/il4-csoXoP/,#new #year #soni,0,positive emotion
8422.0,I love my job and the people I work for/with #Samsung,love peopl work with #samsung,0,positive emotion
8423.0,Alex I love you!!! #alexanderskarsgard #trueblood #eric #iphone #instagram #iphoneonly #photogram #pop http://instagr.am/p/JsVjldHP85/,alex love #alexanderskarsgard #trueblood #eric #iphon #instagram #iphoneonli #photogram #pop,0,positive emotion
8424.0,thank you #apple for deletng everything on my phone when i was just trying to update my phoone rself,thank #appl deletng everyth phone when just tri updat phoon rself,1,negative emotion
8425.0,Sony is back online whoop whoop #sony #psn #psndown #PS4 #psnup #psnetwork #playstation #playstationnetwork,soni back onlin whoop whoop #soni #psn #psndown #psnup #psnetwork #playstat #playstationnetwork,0,positive emotion
8426.0,Im in love :-) #samsung #samsunggalaxy #mobiel #mobile #new #nederlands #hout #woud #galaxy http://instagram.com/p/Ymna3UgNS-/,love #samsung #samsunggalaxi #mobiel #mobil #new #nederland #hout #woud #galaxi,1,negative emotion
8427.0,How did my battery drain to 40% when I've been up since 7:30 AM!!! iPhone,batteri drain when been sinc iphon,0,positive emotion
8428.0,"@MzBreeziiee iPhone doesn't have very good grammar support, huh? Ahahhaha lol",iphon doesn have veri good grammar support ahahhaha,0,positive emotion
8429.0,@chinatowncoffee it would be all kinds of awesome if that app was droid-accessible.,would kind awesom that droid access,0,positive emotion
8430.0,"@heyemmadonnell $&@*# wtf, im sitting here with the first ipod touch ever.",sit here with first ipod touch ever,0,positive emotion
8431.0,New phone case!!! #thankshelen #china #sparkles #iphone #iphoneisa #instadaily #floral #flowers http://instagram.com/p/ZOcB4BF3VV/,phone case #thankshelen #china #sparkl #iphon #iphoneisa #instadaili #floral #flower,0,positive emotion
8432.0,Love Green :) #green #natural #water #photo #picture #iphone #indonesia #sulawesiutara http://instagram.com/p/ZN4nGMme11/,love green #green #natur #water #photo #pictur #iphon #indonesia #sulawesiutara,0,positive emotion
8433.0,Once upon a time #night #lights #marine #drive #Male' #Maldives #Sony #xperiaz1 #xperiaz1moments http://instagram.com/p/ihg3M8OCgn/,onc upon time #night #light #marin #drive #male #maldiv #soni #xperiaz #xperiaz moment,0,positive emotion
8434.0,Santa is at the Apple Store. http://twitpic.com/3hjnyf Just genius! :D #Apple #Advertising #Santa #Christmas,santa appl store just geniu #appl #advertis #santa #christma,0,positive emotion
8435.0,GoodMornin #insta #iphone #instaface #instaface #instagram #doog #kiss #sunn #sexy #share #follow http://instagr.am/p/WeWxLHhteH/,goodmornin #insta #iphon #instafac #instafac #instagram #doog #kiss #sunn #sexi #share #follow,0,positive emotion
8436.0,#Mac Computers Get Malicious Fake-Installer Trojan http://mashable.com/2012/12/12/mac-trojan-fake-installer  #Apple #iPhone #hateMac #wakeup,#mac comput malici fake instal trojan #appl #iphon #hatemac #wakeup,0,positive emotion
8437.0,"Until next Thurs 6pm ""Who's on your Love Shopping List"" Ask Q's in advance for next week here: http://ask.fm/LSLLoveAdvice #Download the ShoppingList #app for #iPhone http://bit.ly/PqCrtc #DrAndrew #Relationships #Dating #DatingAdvice #iPhone pic.twitter.com/5oOzK4iZh5",until next thur your love shop list advanc next week here #download shoppinglist #app #iphon #drandrew #relationship #date #datingadvic #iphon twitter oozk,0,positive emotion
8438.0,@tim_cook #hateapple #iphone7.No new design.No wireless charging.No Iris scanner.iPhone7 plus is too huge. No wireless headphones in package,#hateappl #iphon design wireless charg iri scanner iphon plu huge wireless headphon packag,0,positive emotion
8439.0,new phone #iPhone6 #gold #apple #newphone #me #so #big #thin http://instagram.com/p/xyDuoxmFn6/,phone #iphon #gold #appl #newphon #big #thin,0,positive emotion
8440.0,@wwdc nothing really special about the new iphone. They need to take lessons from the Android EVO. #fail #iphone #apple,noth realli special about iphon they need take lesson from android #fail #iphon #appl,0,positive emotion
8441.0,Ed Hardy iPhone 3G X SnapOn Love Kills http://is.gd/1nz6eI #705105331959 #Ed #Hardy #iPhone #Kills #Snapon,hardi iphon snapon love kill #hardi #iphon #kill #snapon,0,positive emotion
8442.0,#iPhone headphones break. Always. Often. Within three months. Pair 6: broken. #apple.,#iphon headphon break alway often within three month pair broken #appl,0,positive emotion
8443.0,samsung grand doodle case. #diy #samsung #grand #doodle #case #blackandwhite http://instagram.com/p/hQSKizIIFo/,samsung grand doodl case #diy #samsung #grand #doodl #case #blackandwhit,0,positive emotion
8444.0,Well I updated my iPhone and its all jacked up. #apple #fixit,well updat iphon jack #appl #fixit,0,positive emotion
8445.0,Feel sorry for #samsung was about to #cop that #joint #note7 but Got the #iPhoneSE #small but,feel sorri #samsung about #cop that #joint #note #iphones #small,0,positive emotion
8446.0,#Laughing (: In a month I'm going to buy a new #Samsung mobile phone!,#laugh month go #samsung mobil phone,1,negative emotion
8447.0,Phones still at 35 percent how did I manage that?! #apple #iphone5,phone still percent manag that #appl #iphon,0,positive emotion
8448.0,I use #bing on my #apple device it's my way of saying #capitalism #freedom #murica #bitcheslovebillgates,#bing #appl devic say #capit #freedom #murica #bitcheslovebillg,0,positive emotion
8449.0,First tweet with my brand new #macbook Space Grey ! #apple,first tweet with brand #macbook space grey #appl,0,positive emotion
8450.0,"RT @hoochymail: Brand New Story up at http://www.HoochyMail.com ""My #iPhone Connection"" Personalize your own! It's free! #$&@*# #romance",brand stori #iphon connect person your free #romanc,0,positive emotion
8451.0,"My phone, MacBook, and iPad are tweeeking so hard right now. Skipping, not loading, opening, and random clicking. #embarrassing",phone macbook ipad tweeek hard right skip load open random click #embarrass,0,positive emotion
8452.0,"First time I have an apple after a long time, and it taste horrible:( #thestuggletoeatfruitsisreal",first time have appl after long time tast horribl #thestuggletoeatfruitsisr,0,positive emotion
8453.0,Its Friday!!! . . . #actitud #boy #picoftheday #peace #iphoneX #instapic #instaboy https://www.instagram.com/p/BeItidZF1dj/,friday #actitud #boy #picoftheday #peac #iphonex #instap #instaboy,0,positive emotion
8454.0,The ultimate FBI quiz http://is.gd/kzrIW #ff #friends #gratitude #ipad #iphone #blackberry #entrepreneur,ultim quiz #friend #gratitud #ipad #iphon #blackberri #entrepreneur,0,positive emotion
